Champagne-Ardenne,2000,0.0198
Champagne-Ardenne,2001,0.0282
Champagne-Ardenne,2002,0.0282
Champagne-Ardenne,2003,0.0413
Champagne-Ardenne,2004,0.047
Champagne-Ardenne,2005,0.0361
Champagne-Ardenne,2006,0.0324
Champagne-Ardenne,2007,0.0476
Champagne-Ardenne,2008,0.0603
Franche-Comté,1984,0.1237
Franche-Comté,1985,0.0915
Franche-Comté,1986,0.0858
Franche-Comté,1987,0.0677
Franche-Comté,1988,0.1023
Franche-Comté,1989,0.0662
Franche-Comté,1990,0.0109
Franche-Comté,1991,0.0193
Franche-Comté,1992,0.0612
Franche-Comté,1993,0.0637
Franche-Comté,1994,0.0308
Franche-Comté,1995,0.0612
Franche-Comté,1996,0.0528
Franche-Comté,1997,0.0474
Franche-Comté,1998,0.0327
Franche-Comté,1999,0.0573
Franche-Comté,2000,0.0068
Franche-Comté,2001,0.0857
Franche-Comté,2002,0.0244
Franche-Comté,2003,0.0101
Franche-Comté,2004,0.0262
Franche-Comté,2005,0.0107
Franche-Comté,2006,0.0257
Franche-Comté,2007,0.0308
Franche-Comté,2008,0.0362
Haute-Normandie,1984,0.0395
Haute-Normandie,1985,0.0994
Haute-Normandie,1986,0.0636
Haute-Normandie,1987,0.051
Haute-Normandie,1988,0.0893
Haute-Normandie,1989,0.1061
Haute-Normandie,1990,0.0328
Haute-Normandie,1991,0.0422
Haute-Normandie,1992,0.0365
Haute-Normandie,1993,0.0505
Haute-Normandie,1994,0.0334
Haute-Normandie,1995,0.0469
Haute-Normandie,1996,0.0481
Haute-Normandie,1997,0.0313
Haute-Normandie,1998,0.0376
Haute-Normandie,1999,0.0238
Haute-Normandie,2000,0.0106
Haute-Normandie,2001,0.013
Haute-Normandie,2002,0.022
Haute-Normandie,2003,0.0431
Haute-Normandie,2004,0.0539
Haute-Normandie,2005,0.0305
Haute-Normandie,2006,0.0335
Haute-Normandie,2007,0.0124
Haute-Normandie,2008,0.0286
Ile-de-France,1984,0.0906
Ile-de-France,1985,0.0811
Ile-de-France,1986,0.0474
Ile-de-France,1987,0.042
Ile-de-France,1988,0.0805
Ile-de-France,1989,0.0672
Ile-de-France,1990,0.0271
Ile-de-France,1991,0.0351
Ile-de-France,1992,0.0358
Ile-de-France,1993,0.042
Ile-de-France,1994,0.0277
Ile-de-France,1995,0.0363
Ile-de-France,1996,0.0598
Ile-de-France,1997,0.0373
Ile-de-France,1998,0.0355
Ile-de-France,1999,0.0455
Ile-de-France,2000,0.0232
Ile-de-France,2001,0.027
Ile-de-France,2002,0.0131
Ile-de-France,2003,0.0398
Ile-de-France,2004,0.0434
Ile-de-France,2005,0.0364
Ile-de-France,2006,0.0292
Ile-de-France,2007,0.0328
Ile-de-France,2008,0.0305
Languedoc-Roussillon,1984,0.0862
Languedoc-Roussillon,1985,0.0656
Languedoc-Roussillon,1986,0.0403
Languedoc-Roussillon,1987,0.0561
Languedoc-Roussillon,1988,0.0897
Languedoc-Roussillon,1989,0.09
Languedoc-Roussillon,1990,0.0219
Languedoc-Roussillon,1991,0.0321
Languedoc-Roussillon,1992,0.0474
Languedoc-Roussillon,1993,0.0442
Languedoc-Roussillon,1994,0.0317
Languedoc-Roussillon,1995,0.0458
Languedoc-Roussillon,1996,0.071
Languedoc-Roussillon,1997,0.0541
Languedoc-Roussillon,1998,0.085
Languedoc-Roussillon,1999,0.0572
